,Unnamed: 0,spk1,spk1_fid,spk1_path,spk2,spk2_fid,spk2_path,noise_type,noise_db,noise_path,mixture_path,overlap_ms,s1_silence_start_ms,s1_silence_end_ms
653,653,06M,sx336,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx336.wav,04M,si1211,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1211.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/06M/straightcam/sx336.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx336_04M_si1211.wav,4000,4000.0,4000.0
654,654,06M,sx337,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx337.wav,37F,sx85,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx85.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/06M/straightcam/sx337.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx337_37F_sx85.wav,4000,4000.0,4000.0
655,655,06M,sx338,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx338.wav,24M,sx10,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx10.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/06M/straightcam/sx338.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx338_24M_sx10.wav,4000,4000.0,4000.0
656,656,06M,sx339,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx339.wav,04M,sx50,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sx50.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/06M/straightcam/sx339.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx339_04M_sx50.wav,4000,4000.0,4000.0
657,657,06M,sx340,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx340.wav,04M,sx136,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sx136.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/06M/straightcam/sx340.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx340_04M_sx136.wav,3925,3925.375,4000.0
658,658,06M,sx341,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx341.wav,11F,si764,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/si764.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/06M/straightcam/sx341.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx341_11F_si764.wav,4000,4000.0,4000.0
659,659,06M,sx342,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx342.wav,37F,sx438,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx438.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/06M/straightcam/sx342.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx342_37F_sx438.wav,4000,4000.0,4000.0
660,660,06M,sx343,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx343.wav,29M,sx165,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/sx165.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/06M/straightcam/sx343.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx343_29M_sx165.wav,4000,4000.0,4000.0
661,661,06M,sx344,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx344.wav,47M,si1187,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si1187.wav,Car,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/20/volunteers/06M/straightcam/sx344.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx344_47M_si1187.wav,3349,3349.375,4000.0
662,662,06M,sx423,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx423.wav,42M,sx139,/project/pi_mfiterau_umass_edu/TCD_TIMIT/42M/straightcam/sx139.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/06M/straightcam/sx423.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx423_42M_sx139.wav,4000,4000.0,4000.0
663,663,06M,sx424,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx424.wav,02M,si919,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si919.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/06M/straightcam/sx424.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx424_02M_si919.wav,4000,4000.0,4000.0
664,664,06M,sx425,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx425.wav,39M,sx106,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx106.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/06M/straightcam/sx425.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx425_39M_sx106.wav,3477,3477.375,4000.0
665,665,06M,sx426,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx426.wav,01M,si1901,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1901.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/06M/straightcam/sx426.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx426_01M_si1901.wav,4000,4000.0,4000.0
666,666,06M,sx427,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx427.wav,47M,sx24,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx24.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/06M/straightcam/sx427.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx427_47M_sx24.wav,3882,3882.6875,4000.0
667,667,06M,sx428,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx428.wav,59F,sx421,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/sx421.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/06M/straightcam/sx428.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx428_59F_sx421.wav,4000,4000.0,4000.0
668,668,06M,sx429,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx429.wav,11F,si1033,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/si1033.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/06M/straightcam/sx429.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx429_11F_si1033.wav,3968,3968.0625,4000.0
669,669,06M,sx430,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx430.wav,23M,sx97,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sx97.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/06M/straightcam/sx430.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx430_23M_sx97.wav,4000,4000.0,4000.0
670,670,06M,sx431,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx431.wav,31F,sx93,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/sx93.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/06M/straightcam/sx431.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx431_31F_sx93.wav,4000,4000.0,4000.0
671,671,06M,sx432,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx432.wav,19M,si849,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/si849.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/06M/straightcam/sx432.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx432_19M_si849.wav,4000,4000.0,4000.0
672,672,06M,sx433,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx433.wav,32F,sx384,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx384.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/06M/straightcam/sx433.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx433_32F_sx384.wav,4000,4000.0,4000.0
673,673,06M,sx434,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx434.wav,32F,sx116,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx116.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/06M/straightcam/sx434.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx434_32F_sx116.wav,3861,3861.375,3968.0625
674,674,06M,sx63,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx63.wav,50F,si2301,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si2301.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/06M/straightcam/sx63.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx63_50F_si2301.wav,4000,4000.0,4000.0
675,675,06M,sx64,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx64.wav,48M,si1857,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/si1857.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/06M/straightcam/sx64.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx64_48M_si1857.wav,3797,3797.375,4000.0
676,676,06M,sx65,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx65.wav,26M,sx127,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/sx127.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/06M/straightcam/sx65.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx65_26M_sx127.wav,3925,3925.375,3925.375
677,677,06M,sx66,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx66.wav,19M,si2291,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/si2291.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/06M/straightcam/sx66.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx66_19M_si2291.wav,3861,3861.375,4000.0
678,678,06M,sx67,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx67.wav,32F,si1280,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/si1280.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/06M/straightcam/sx67.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx67_32F_si1280.wav,4000,4000.0,4000.0
679,679,06M,sx68,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx68.wav,11F,sx395,/project/pi_mfiterau_umass_edu/TCD_TIMIT/11F/straightcam/sx395.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/06M/straightcam/sx68.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx68_11F_sx395.wav,3797,3797.375,4000.0
680,680,06M,sx69,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx69.wav,42M,sx233,/project/pi_mfiterau_umass_edu/TCD_TIMIT/42M/straightcam/sx233.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/06M/straightcam/sx69.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx69_42M_sx233.wav,4000,4000.0,4000.0
681,681,06M,sx70,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx70.wav,30F,sx444,/project/pi_mfiterau_umass_edu/TCD_TIMIT/30F/straightcam/sx444.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/06M/straightcam/sx70.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx70_30F_sx444.wav,2752,2752.0625,4000.0
682,682,06M,sx71,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx71.wav,37F,sx172,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx172.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/06M/straightcam/sx71.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx71_37F_sx172.wav,3562,3562.6875,4000.0
683,683,06M,sx72,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx72.wav,07F,sx263,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx263.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/06M/straightcam/sx72.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx72_07F_sx263.wav,3498,3498.6875,3840.0
684,684,06M,sx73,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx73.wav,59F,si1319,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/si1319.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/06M/straightcam/sx73.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx73_59F_si1319.wav,3946,3946.6875,4000.0
685,685,06M,sx74,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx74.wav,57M,sx376,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/sx376.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/06M/straightcam/sx74.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/06M_sx74_57M_sx376.wav,3797,3797.375,3818.6875
686,686,50F,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/sa1.wav,42M,si1584,/project/pi_mfiterau_umass_edu/TCD_TIMIT/42M/straightcam/si1584.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/50F/straightcam/sa1.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_sa1_42M_si1584.wav,4000,4000.0,4000.0
687,687,50F,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/sa2.wav,43F,sx248,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sx248.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/50F/straightcam/sa2.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_sa2_43F_sx248.wav,3904,3904.0625,3904.0625
688,688,50F,si1139,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1139.wav,47M,sx295,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx295.wav,Babble,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/20/volunteers/50F/straightcam/si1139.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1139_47M_sx295.wav,4000,4000.0,4000.0
689,689,50F,si1271,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1271.wav,26M,sx314,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/sx314.wav,LR,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/0/volunteers/50F/straightcam/si1271.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1271_26M_sx314.wav,4000,4000.0,4000.0
690,690,50F,si1277,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1277.wav,38F,sx13,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx13.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/50F/straightcam/si1277.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1277_38F_sx13.wav,3200,3200.0,3520.0
691,691,50F,si1321,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1321.wav,39M,si1185,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/si1185.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/50F/straightcam/si1321.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1321_39M_si1185.wav,4000,4000.0,4000.0
692,692,50F,si1406,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1406.wav,04M,si1971,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1971.wav,Babble,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/20/volunteers/50F/straightcam/si1406.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1406_04M_si1971.wav,3413,3413.375,3413.375
693,693,50F,si1407,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1407.wav,26M,si1928,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/si1928.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/50F/straightcam/si1407.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1407_26M_si1928.wav,3840,3840.0,4000.0
694,694,50F,si1492,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1492.wav,59F,si782,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/si782.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/50F/straightcam/si1492.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1492_59F_si782.wav,3477,3477.375,4000.0
695,695,50F,si1498,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1498.wav,13F,sx68,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx68.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/50F/straightcam/si1498.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1498_13F_sx68.wav,4000,4000.0,4000.0
696,696,50F,si1500,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1500.wav,16M,sx370,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx370.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/50F/straightcam/si1500.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1500_16M_sx370.wav,3690,3690.75,4000.0
697,697,50F,si1583,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1583.wav,21M,sx252,/project/pi_mfiterau_umass_edu/TCD_TIMIT/21M/straightcam/sx252.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/50F/straightcam/si1583.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1583_21M_sx252.wav,3882,3882.6875,4000.0
698,698,50F,si1585,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1585.wav,30F,sx264,/project/pi_mfiterau_umass_edu/TCD_TIMIT/30F/straightcam/sx264.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/50F/straightcam/si1585.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1585_30F_sx264.wav,3520,3520.0,3968.0625
699,699,50F,si1592,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1592.wav,14M,si792,/project/pi_mfiterau_umass_edu/TCD_TIMIT/14M/straightcam/si792.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/50F/straightcam/si1592.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1592_14M_si792.wav,3648,3648.0625,4000.0
700,700,50F,si1654,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1654.wav,04M,si1119,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1119.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/50F/straightcam/si1654.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1654_04M_si1119.wav,3093,3093.375,4000.0
701,701,50F,si1671,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1671.wav,29M,si1061,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/si1061.wav,Cafe,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/-5/volunteers/50F/straightcam/si1671.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1671_29M_si1061.wav,4000,4000.0,4000.0
702,702,50F,si1674,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1674.wav,31F,sx8,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/sx8.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/50F/straightcam/si1674.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1674_31F_sx8.wav,3754,3754.75,4000.0
703,703,50F,si1769,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1769.wav,02M,si476,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si476.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/50F/straightcam/si1769.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1769_02M_si476.wav,3669,3669.375,4000.0
704,704,50F,si1805,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1805.wav,22M,sx444,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx444.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/50F/straightcam/si1805.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si1805_22M_sx444.wav,3029,3029.375,4000.0
705,705,50F,si2036,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si2036.wav,31F,sx190,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/sx190.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/50F/straightcam/si2036.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si2036_31F_sx190.wav,4000,4000.0,4000.0
706,706,50F,si2037,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si2037.wav,32F,si1734,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/si1734.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/50F/straightcam/si2037.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si2037_32F_si1734.wav,4000,4000.0,4000.0
707,707,50F,si2122,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si2122.wav,07F,si2058,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si2058.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/50F/straightcam/si2122.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si2122_07F_si2058.wav,2922,2922.6875,3306.6875
708,708,50F,si2130,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si2130.wav,29M,si2035,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/si2035.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/50F/straightcam/si2130.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si2130_29M_si2035.wav,2837,2837.375,3520.0
709,709,50F,si2213,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si2213.wav,31F,sx8,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/sx8.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/50F/straightcam/si2213.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si2213_31F_sx8.wav,3072,3072.0625,4000.0
710,710,50F,si2215,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si2215.wav,03F,sx123,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/sx123.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/50F/straightcam/si2215.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/50F_si2215_03F_sx123.wav,4000,4000.0,4000.0
