,spk,fid,audio_path,gray_video_path,optical_flow_path,audio_length,video_length,video_H,video_W
1826,58F,si1871,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si1871.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si1871.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si1871.npy,60076,234,67,67
1827,58F,si1963,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si1963.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si1963.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si1963.npy,74070,288,67,67
1828,58F,si1990,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si1990.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si1990.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si1990.npy,50518,196,67,67
1829,58F,si2045,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si2045.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si2045.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si2045.npy,68609,267,67,67
1830,58F,si2048,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si2048.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si2048.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si2048.npy,61782,240,67,67
1831,58F,si2049,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si2049.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si2049.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si2049.npy,49836,192,67,67
1832,58F,si2055,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si2055.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si2055.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si2055.npy,68267,265,67,67
1833,58F,si2103,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si2103.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si2103.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si2103.npy,51542,200,67,67
1834,58F,si514,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si514.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si514.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si514.npy,66902,261,67,67
1835,58F,si517,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si517.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si517.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si517.npy,93526,363,67,67
1836,58F,si606,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si606.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si606.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si606.npy,68609,267,67,67
1837,58F,si611,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si611.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si611.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si611.npy,62123,240,67,67
1838,58F,si682,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si682.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si682.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si682.npy,94892,369,67,67
1839,58F,si703,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si703.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si703.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si703.npy,65537,254,67,67
1840,58F,si710,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si710.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si710.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si710.npy,101036,394,67,67
1841,58F,si748,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si748.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si748.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si748.npy,93867,365,67,67
1842,58F,si785,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si785.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si785.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si785.npy,92502,361,67,67
1843,58F,si788,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si788.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si788.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si788.npy,90454,352,67,67
1844,58F,si789,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si789.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si789.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si789.npy,85676,332,67,67
1845,58F,si795,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si795.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si795.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si795.npy,61782,240,67,67
1846,58F,si880,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/si880.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/si880.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/si880.npy,88065,342,67,67
1847,58F,sx154,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx154.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx154.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx154.npy,66219,257,67,67
1848,58F,sx155,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx155.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx155.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx155.npy,74753,290,67,67
1849,58F,sx156,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx156.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx156.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx156.npy,72022,279,67,67
1850,58F,sx157,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx157.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx157.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx157.npy,65878,257,67,67
1851,58F,sx158,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx158.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx158.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx158.npy,59734,231,67,67
1852,58F,sx159,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx159.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx159.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx159.npy,72363,282,67,67
1853,58F,sx160,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx160.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx160.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx160.npy,85676,334,67,67
1854,58F,sx161,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx161.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx161.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx161.npy,82945,323,67,67
1855,58F,sx162,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx162.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx162.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx162.npy,69292,269,67,67
1856,58F,sx163,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx163.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx163.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx163.npy,67585,263,67,67
1857,58F,sx164,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx164.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx164.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx164.npy,72705,282,67,67
1858,58F,sx165,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx165.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx165.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx165.npy,73729,286,67,67
1859,58F,sx244,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx244.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx244.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx244.npy,72363,282,67,67
1860,58F,sx245,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx245.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx245.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx245.npy,68267,265,67,67
1861,58F,sx246,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx246.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx246.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx246.npy,61782,240,67,67
1862,58F,sx247,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx247.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx247.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx247.npy,85676,334,67,67
1863,58F,sx248,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx248.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx248.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx248.npy,61440,238,67,67
1864,58F,sx249,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx249.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx249.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx249.npy,65537,254,67,67
1865,58F,sx250,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx250.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx250.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx250.npy,70316,273,67,67
1866,58F,sx251,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx251.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx251.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx251.npy,78849,307,67,67
1867,58F,sx252,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx252.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx252.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx252.npy,63489,246,67,67
1868,58F,sx253,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx253.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx253.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx253.npy,60076,234,67,67
1869,58F,sx254,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx254.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx254.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx254.npy,61099,238,67,67
1870,58F,sx255,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx255.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx255.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx255.npy,67585,263,67,67
1871,58F,sx334,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx334.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx334.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx334.npy,63489,246,67,67
1872,58F,sx335,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx335.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx335.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx335.npy,95574,371,67,67
1873,58F,sx336,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx336.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx336.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx336.npy,81579,317,67,67
1874,58F,sx337,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx337.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx337.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx337.npy,70998,277,67,67
1875,58F,sx338,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx338.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx338.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx338.npy,73046,284,67,67
1876,58F,sx339,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx339.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx339.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx339.npy,63489,246,67,67
1877,58F,sx340,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx340.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx340.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx340.npy,66219,257,67,67
1878,58F,sx341,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx341.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx341.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx341.npy,73046,284,67,67
1879,58F,sx342,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx342.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx342.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx342.npy,73046,284,67,67
1880,58F,sx343,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx343.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx343.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx343.npy,71680,279,67,67
1881,58F,sx344,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx344.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx344.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx344.npy,57686,223,67,67
1882,58F,sx345,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx345.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx345.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx345.npy,70998,275,67,67
1883,58F,sx424,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx424.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx424.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx424.npy,71680,279,67,67
1884,58F,sx425,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx425.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx425.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx425.npy,63147,244,67,67
1885,58F,sx426,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx426.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx426.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx426.npy,73046,284,67,67
1886,58F,sx427,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx427.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx427.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx427.npy,60758,236,67,67
1887,58F,sx428,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx428.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx428.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx428.npy,72022,279,67,67
1888,58F,sx429,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx429.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx429.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx429.npy,70998,275,67,67
1889,58F,sx430,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx430.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx430.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx430.npy,80214,313,67,67
1890,58F,sx431,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx431.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx431.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx431.npy,74070,288,67,67
1891,58F,sx432,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx432.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx432.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx432.npy,84652,329,67,67
1892,58F,sx433,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx433.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx433.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx433.npy,75094,292,67,67
1893,58F,sx434,/project/pi_mfiterau_umass_edu/TCD_TIMIT/58F/straightcam/sx434.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/58F/sx434.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/58F/sx434.npy,64172,248,67,67
